"";"cod_ibge_6";"obitos00a04";"obitos05a09";"obitos10a14";"obitos15a19";"obitos20a24";"obitos25a29";"obitos30a34";"obitos35a39";"obitos40a44";"obitos45a49";"obitos50a54";"obitos55a59";"obitos60a64";"obitos65a69";"obitos70a74";"obitos75a79";"obitos80m";"obitos_total"
"1";355030;9;8;10;27;59;125;294;439;641;873;1297;1820;2522;3061;3244;3030;6828;24287
"2";330455;21;8;10;27;72;135;219;364;561;749;1018;1532;2111;2693;2979;2670;6389;21558
"3";130260;23;11;9;24;45;75;153;261;424;525;602;850;1051;1184;1078;889;1504;8708
"4";230440;9;5;10;18;25;47;83;185;239;295;411;516;690;834;1009;913;2043;7332
"5";292740;7;3;3;7;20;25;53;100;154;187;241;368;474;612;571;578;1293;4696
"6";410690;2;2;2;4;14;23;35;79;123;186;255;368;480;577;585;574;1036;4345
"7";261160;15;5;3;4;15;21;41;65;95;132;227;296;415;493;523;467;1138;3955
"8";520870;4;0;3;6;18;26;48;84;124;165;219;335;452;483;534;508;934;3943
"9";150140;5;4;8;3;15;24;58;57;106;156;212;312;431;545;546;515;934;3931
"10";431490;1;0;1;7;3;18;23;47;66;108;154;244;385;498;546;603;1187;3891
"11";310620;2;0;1;1;4;13;26;34;61;92;141;234;314;444;513;465;1281;3626
"12";351880;5;3;1;4;11;25;32;78;120;158;184;270;348;439;382;310;610;2980
"13";350950;0;2;1;4;7;20;25;55;65;71;151;186;310;349;347;348;716;2657
"14";500270;2;0;0;1;7;8;24;31;60;95;124;171;239;290;335;231;501;2119
"15";250750;6;2;0;1;12;18;30;63;80;100;130;198;193;239;262;222;525;2081
"16";354870;1;1;2;0;4;17;26;32;52;79;113;156;236;278;253;271;472;1993
"17";110020;4;5;1;8;10;20;45;78;106;107;155;205;223;260;259;195;283;1964
"18";317020;0;0;1;1;3;11;21;50;72;88;115;179;212;260;264;223;452;1952
"19";240810;4;2;1;1;12;14;28;32;58;79;102;170;165;227;257;234;503;1889
"20";354780;1;0;1;3;5;13;13;43;60;55;89;137;191;221;194;237;506;1769
"21";330490;0;3;2;2;3;6;12;33;50;55;85;147;196;250;276;211;436;1767
"22";354980;0;2;0;2;2;4;19;47;51;77;126;137;182;226;208;222;391;1696
"23";354340;0;3;0;1;6;3;21;32;32;43;71;113;156;215;199;243;535;1673
"24";270430;5;3;3;4;11;12;24;37;61;98;93;123;200;202;212;200;347;1635
"25";221100;1;0;4;3;7;18;18;33;39;66;84;99;154;169;235;174;491;1595
"26";353440;0;1;2;1;6;10;24;33;51;71;91;134;180;201;217;181;319;1522
"27";280030;8;6;3;3;8;7;22;39;49;71;84;111;140;196;176;189;353;1465
"28";330330;2;2;0;1;3;5;5;17;14;29;50;85;120;151;198;190;502;1374
"29";211130;4;0;2;4;7;11;19;34;36;59;78;93;151;185;143;172;367;1365
"30";355220;1;0;0;2;7;12;24;37;56;61;96;127;160;197;139;152;256;1327
"31";354850;0;1;0;0;0;6;11;15;16;29;34;89;108;162;175;165;506;1317
"32";330350;4;2;1;1;1;14;20;32;43;64;85;110;115;165;152;149;234;1192
"33";330170;2;2;4;3;6;11;15;33;41;57;83;101;149;153;168;125;202;1155
"34";430460;3;0;0;1;5;5;19;25;37;57;66;83;145;158;162;127;238;1131
"35";530040;1;0;0;1;10;8;11;26;43;68;64;81;105;134;171;154;243;1120
"36";313670;4;1;0;0;1;5;7;19;31;35;41;77;103;136;181;150;321;1112
"37";420910;0;1;0;1;2;1;5;14;26;33;47;93;127;154;157;140;298;1099
"38";354990;2;0;0;0;6;3;9;23;28;52;54;83;115;167;146;122;249;1059
"39";311860;2;0;1;3;1;13;12;30;26;41;64;76;110;140;141;132;265;1057
"40";260790;2;1;0;3;1;7;13;23;25;39;53;104;110;136;126;142;270;1055
"41";411370;0;0;0;0;1;3;7;18;22;31;57;67;84;136;158;143;311;1038
"42";352940;0;0;0;1;3;7;13;27;33;53;65;101;135;144;164;110;181;1037
"43";520140;1;0;1;2;2;12;14;34;45;63;86;76;103;156;131;106;202;1034
"44";510340;1;0;0;4;3;5;17;22;41;41;70;97;121;136;142;111;200;1011
"45";353060;0;0;0;2;5;8;9;18;35;38;68;89;108;149;146;123;170;968
"46";140010;5;2;1;1;5;12;29;38;59;66;70;85;112;113;120;74;135;927
"47";352590;0;0;0;1;3;7;9;12;34;36;47;72;97;122;122;120;213;895
"48";330100;0;0;1;0;4;1;12;18;18;31;40;76;102;116;121;120;204;864
"49";150680;1;2;1;1;2;5;12;17;25;36;42;57;86;104;116;136;207;850
"50";320530;1;0;0;1;1;4;5;16;22;26;26;71;80;97;109;107;283;849
"51";420540;2;0;0;2;1;4;7;7;16;21;35;51;73;113;126;119;272;849
"52";411520;1;0;0;0;2;3;18;19;29;37;53;63;92;112;122;111;184;846
"53";320500;1;0;0;1;4;5;14;18;29;42;46;63;78;121;96;105;194;817
"54";120040;1;0;0;4;1;8;17;26;33;44;56;66;99;90;101;88;164;798
"55";430510;0;0;0;0;1;2;10;13;11;23;25;43;91;97;131;101;238;786
"56";312770;0;0;0;0;2;4;5;7;18;24;48;56;100;90;111;88;229;782
"57";330510;2;1;0;2;5;7;6;11;27;29;40;77;86;123;107;93;158;774
"58";320520;3;1;1;0;3;6;8;23;23;32;53;61;91;80;78;98;204;765
"59";355100;0;1;0;1;3;1;5;16;32;30;34;62;84;115;110;79;169;742
"60";160030;1;0;3;1;5;14;13;17;55;37;51;58;96;81;86;81;142;741
"61";353870;0;0;0;1;2;5;6;8;15;28;25;47;75;97;96;107;225;737
"62";351870;1;0;1;1;2;2;7;21;26;41;29;80;88;105;78;87;161;730
"63";351380;0;0;0;1;4;6;5;14;28;30;33;70;92;107;100;84;155;729
"64";520110;0;0;1;0;3;6;10;16;27;39;36;57;68;108;103;80;171;725
"65";210530;0;0;0;2;5;4;15;14;25;32;45;60;68;98;113;84;159;724
"66";350570;0;0;2;1;2;5;9;20;39;49;54;58;78;108;93;78;117;713
"67";330390;2;1;0;1;1;1;9;13;20;30;29;47;72;93;102;89;198;708
"68";310670;0;2;1;1;6;7;10;16;23;16;42;62;93;97;80;84;168;708
"69";530180;0;0;0;2;2;6;5;11;26;32;47;48;79;99;106;76;168;707
"70";250400;1;0;0;0;2;3;9;20;23;27;29;58;78;82;76;71;210;689
"71";431340;0;0;0;4;1;4;7;11;24;28;41;62;82;88;105;89;129;675
"72";150080;2;1;0;1;3;5;10;22;20;36;54;70;74;100;90;69;117;674
"73";351060;0;0;0;2;4;10;4;17;23;23;43;56;93;100;98;87;91;651
"74";330630;1;0;0;0;1;1;8;3;14;25;43;63;70;83;102;80;155;649
"75";350600;0;0;0;1;1;3;3;15;17;21;33;50;72;84;93;86;170;649
"76";260960;4;1;1;0;2;6;7;11;17;25;45;40;62;81;85;91;145;623
"77";431440;1;1;0;1;0;1;3;13;12;15;23;42;61;86;84;92;170;605
"78";314330;0;1;1;0;2;6;10;20;30;32;31;39;62;83;77;66;144;604
"79";410480;0;0;0;1;4;5;15;10;17;17;32;57;73;76;82;80;135;604
"80";230370;2;1;0;1;3;10;7;10;13;26;34;75;62;68;85;71;127;595
"81";430060;2;0;0;0;3;11;9;13;30;32;31;64;80;75;81;81;80;592
"82";354880;0;0;1;0;0;1;6;5;9;17;14;38;49;77;78;66;222;583
"83";355280;1;3;0;2;6;5;5;11;22;27;44;35;75;99;92;69;86;582
"84";313130;1;0;0;1;3;1;5;3;9;21;16;39;66;93;69;68;186;581
"85";317010;1;1;0;1;4;4;6;20;18;19;40;52;69;58;68;83;137;581
"86";330580;0;0;0;0;1;2;8;13;14;19;28;45;58;89;72;65;167;581
"87";430920;0;0;0;1;2;2;6;15;27;32;34;47;78;95;89;58;89;575
"88";411990;0;0;0;1;1;4;10;11;17;27;30;52;64;94;79;71;113;574
"89";320130;1;0;0;3;2;4;12;10;12;22;28;52;64;83;82;65;124;564
"90";352310;0;0;0;0;7;4;8;16;23;34;40;50;80;98;65;51;88;564
"91";420420;3;0;0;0;3;3;8;11;16;27;33;57;67;79;72;70;107;556
"92";350280;0;1;1;0;2;0;9;12;26;20;33;60;60;65;63;59;119;530
"93";410830;1;1;1;0;1;5;5;6;9;17;37;40;70;61;84;78;107;523
"94";231290;3;0;0;0;6;4;6;17;11;20;32;38;32;44;72;70;155;510
"95";432300;0;0;0;1;3;6;6;14;19;23;28;43;58;68;69;53;115;506
"96";530140;0;1;0;0;1;4;7;13;19;34;43;54;57;76;66;43;86;504
"97";330190;0;0;0;0;2;6;7;11;29;22;26;51;67;79;77;37;90;504
"98";420820;0;1;0;2;1;2;5;8;16;24;26;48;73;77;68;45;107;503
"99";355250;0;0;0;2;2;2;7;13;19;19;46;50;57;73;63;61;89;503
"100";355240;0;0;0;0;0;2;5;18;17;25;22;56;65;73;68;61;90;502
"101";291480;2;4;0;2;2;2;3;18;14;17;23;39;44;45;74;55;145;489
"102";330045;0;0;0;1;5;4;7;17;14;22;31;56;60;59;64;51;94;485
"103";260410;0;0;0;2;0;2;6;14;15;19;24;31;40;31;82;67;143;476
"104";521880;0;0;0;2;1;5;10;14;15;15;26;47;60;65;54;54;106;474
"105";431870;0;0;0;0;1;4;7;13;18;36;37;44;47;71;72;42;77;469
"106";261070;2;1;0;1;2;3;2;8;7;13;40;46;60;77;56;55;94;467
"107";354100;0;0;0;2;3;1;4;11;14;24;30;42;53;64;69;45;102;464
"108";431690;1;1;1;0;1;0;5;7;10;18;13;28;38;57;72;54;154;460
"109";354140;0;0;1;0;2;3;4;8;17;12;23;43;45;63;62;54;117;454
"110";230730;3;0;0;0;3;3;5;11;12;17;16;33;36;38;53;61;157;448
"111";421660;1;0;0;1;0;6;4;11;14;19;17;38;48;58;70;58;97;442
"112";352250;0;1;0;0;4;3;7;19;18;20;31;47;56;54;63;46;72;441
"113";420240;0;0;0;1;2;2;3;4;16;13;23;36;48;55;59;55;123;440
"114";230765;2;1;1;0;5;1;9;15;18;24;29;26;57;50;63;46;85;432
"115";431410;0;0;0;1;1;2;6;6;14;25;18;28;55;50;62;47;112;427
"116";330070;2;0;0;1;3;3;6;8;12;19;25;31;47;57;52;57;103;426
"117";330240;0;1;0;1;2;4;3;8;13;10;26;34;49;64;64;46;90;415
"118";530060;1;0;0;0;0;3;5;10;12;13;32;29;41;41;58;59;109;413
"119";410580;0;0;0;1;1;5;6;14;16;17;30;34;63;60;57;45;63;412
"120";351907;0;0;1;0;1;5;9;16;22;20;30;35;47;51;58;41;74;410
"121";352050;0;0;1;0;0;0;11;12;11;19;27;28;43;59;54;45;100;410
"122";351620;0;0;1;0;0;3;4;7;10;25;20;31;36;47;63;51;110;408
"123";291360;1;0;0;3;1;2;4;8;10;11;19;36;44;56;51;49;110;405
"124";354580;1;0;0;1;0;3;6;3;13;15;21;35;50;74;57;41;82;402
"125";350160;0;0;0;0;0;1;6;6;16;20;28;39;42;52;61;42;87;400
"126";352690;0;0;0;0;0;4;3;12;9;9;20;36;49;54;54;51;99;400
"127";291080;0;0;0;0;5;4;5;13;12;20;30;42;47;41;50;40;89;398
"128";290570;1;0;0;1;1;6;5;15;14;21;35;42;36;61;46;40;69;393
"129";412550;0;1;0;1;2;2;5;11;14;25;30;36;52;59;45;49;56;388
"130";293330;1;0;1;2;1;4;1;3;17;12;18;22;28;60;47;52;114;383
"131";330340;0;0;0;0;1;2;3;5;14;22;15;29;31;48;55;47;110;382
"132";330250;0;1;0;1;2;0;3;8;19;11;29;36;37;53;49;47;84;380
"133";280480;4;1;2;1;2;2;7;11;15;21;34;37;44;57;40;40;57;375
"134";352900;0;0;0;1;1;3;6;4;11;26;17;28;37;42;54;51;88;369
"135";330010;0;0;0;0;0;3;3;8;8;13;16;32;31;54;71;49;81;369
"136";270030;1;2;0;1;3;0;3;9;16;19;27;19;40;43;50;57;77;367
"137";172100;0;0;0;0;4;1;6;14;18;19;23;37;43;48;38;41;75;367
"138";420460;1;1;0;0;1;1;3;7;10;12;18;26;52;38;64;49;82;365
"139";500370;0;0;0;0;1;2;10;7;5;14;23;37;42;47;45;42;88;363
"140";351300;1;0;1;0;1;0;2;11;19;24;33;31;42;41;51;49;53;359
"141";240800;0;0;0;3;2;3;7;9;20;12;29;31;30;43;51;35;84;359
"142";150420;2;0;0;0;0;2;4;10;16;18;24;26;48;44;45;43;76;358
"143";432000;0;0;2;0;2;2;6;9;12;28;26;24;42;41;66;31;61;352
"144";420930;0;0;0;1;0;1;4;8;9;8;12;25;36;54;56;62;73;349
"145";330320;0;1;0;0;1;2;8;6;16;17;15;29;35;57;37;47;77;348
"146";330040;0;0;0;0;1;0;2;4;8;7;14;31;40;46;56;49;87;345
"147";170210;0;0;0;1;4;3;3;6;15;10;10;21;45;36;43;40;105;342
"148";260290;1;0;0;2;1;3;7;2;8;11;17;22;41;50;49;37;83;334
"149";431560;0;1;0;0;4;1;1;10;9;11;7;33;32;44;48;37;95;333
"150";352440;0;0;0;0;1;1;6;6;12;13;19;23;31;44;51;46;80;333
"151";354390;1;0;1;0;2;1;3;6;7;19;23;24;33;41;49;41;79;330
"152";130250;0;3;0;1;2;6;7;6;9;21;15;24;29;49;36;45;74;327
"153";530120;0;0;0;1;1;3;13;11;16;17;17;31;38;38;38;34;69;327
"154";351350;0;1;1;0;2;3;1;8;11;10;28;35;44;51;49;34;48;326
"155";314800;0;0;0;0;1;3;8;9;13;13;18;32;41;42;47;33;65;325
"156";315460;1;1;0;1;1;2;5;5;6;9;19;23;32;55;45;46;72;323
"157";130190;3;1;0;1;2;0;5;8;10;15;20;22;35;40;43;41;76;322
"158";350320;0;0;0;1;1;3;10;9;11;19;25;25;35;46;41;32;63;321
"159";500320;0;0;0;1;0;6;0;8;8;12;31;24;36;39;60;39;55;319
"160";510840;0;0;0;1;3;1;5;10;24;22;37;30;30;39;38;34;45;319
"161";530070;0;0;0;0;0;1;3;8;8;9;13;24;25;39;40;45;103;318
"162";150553;0;1;0;2;1;3;5;12;10;22;27;20;32;37;46;27;70;315
"163";430310;0;0;0;1;3;2;10;2;9;16;22;32;39;43;45;27;61;312
"164";352530;1;0;0;0;0;2;11;6;9;17;30;34;41;38;41;28;53;311
"165";522140;0;0;0;0;1;1;6;7;16;24;23;26;38;40;37;36;55;310
"166";330270;0;0;0;0;0;0;2;3;8;7;9;31;38;47;40;40;84;309
"167";330285;1;1;0;1;1;3;2;5;8;14;16;34;37;45;34;40;65;307
"168";351500;0;1;0;2;1;7;9;11;11;23;25;18;42;38;48;31;39;306
"169";313240;0;0;0;0;1;2;5;2;8;10;16;29;31;38;43;27;94;306
"170";110002;0;0;0;1;2;2;7;8;15;18;31;17;37;40;35;35;56;304
"171";310350;0;0;0;0;0;1;6;11;13;17;15;21;28;34;54;33;71;304
"172";420200;1;0;0;0;0;2;1;2;4;11;8;16;36;37;66;51;67;302
"173";110012;0;0;0;1;1;4;2;9;10;29;21;36;43;44;37;29;35;301
"174";421870;0;0;0;0;0;1;4;11;10;4;16;22;36;42;39;40;73;298
"175";130340;2;0;0;0;5;2;3;11;13;10;15;26;28;34;42;28;77;296
"176";261110;0;1;4;1;2;4;11;3;9;17;19;26;24;31;34;40;65;291
"177";351050;0;1;3;0;0;1;2;6;4;6;15;11;28;41;56;36;80;290
"178";352220;0;0;0;0;0;3;2;8;8;18;20;19;34;50;33;23;72;290
"179";530150;0;0;0;1;0;2;2;3;8;14;20;28;40;59;29;32;51;289
"180";291920;0;1;0;0;1;5;5;10;10;15;19;24;35;31;29;34;69;288
"181";530170;0;0;0;0;1;2;1;7;14;15;13;23;34;38;35;36;69;288
"182";351110;0;0;0;0;0;0;5;3;6;7;11;21;31;32;42;46;82;286
"183";350650;0;0;0;1;1;5;4;9;13;16;21;21;28;32;40;33;59;283
"184";353070;0;0;0;2;1;1;5;5;10;11;21;33;32;36;47;22;57;283
"185";430770;0;0;0;0;1;1;2;8;11;10;18;17;25;46;49;32;61;281
"186";351630;2;0;0;0;5;5;6;3;11;21;21;26;34;42;34;32;38;280
"187";330420;0;0;0;0;0;1;2;8;6;15;17;22;33;37;41;37;61;280
"188";240325;2;0;0;1;0;2;8;8;18;12;16;29;44;23;41;26;48;278
"189";330452;0;1;1;1;1;0;7;4;18;14;25;32;23;28;42;22;59;278
"190";150240;1;0;0;0;1;3;4;6;9;14;14;23;30;41;37;26;64;273
"191";431990;0;0;0;0;0;4;7;8;14;16;18;31;40;31;35;30;39;273
"192";251370;0;0;0;0;3;3;2;8;17;10;15;21;22;36;28;38;63;266
"193";312230;0;0;0;0;0;2;2;4;1;6;15;14;21;37;33;35;94;264
"194";350550;0;0;0;0;2;0;3;4;4;9;13;22;41;32;29;41;60;260
"195";411820;0;0;1;2;2;2;2;4;17;11;13;22;32;37;40;24;50;259
"196";351570;0;0;0;1;0;3;6;7;15;15;21;25;37;40;25;29;35;259
"197";355170;0;0;0;0;0;2;5;7;9;9;33;25;28;29;38;18;56;259
"198";350760;0;0;0;0;1;1;1;6;5;18;17;20;43;31;32;42;40;257
"199";355620;0;0;0;0;0;3;1;2;5;14;24;28;20;22;38;36;64;257
"200";355710;0;0;0;0;1;1;5;10;9;20;11;19;30;20;34;32;63;255
"201";411915;1;1;0;0;1;3;1;8;3;10;15;25;27;32;40;40;47;254
"202";530005;0;0;0;0;1;0;2;3;10;11;9;12;24;25;34;32;90;253
"203";521250;0;0;0;0;2;3;6;3;11;21;22;21;35;23;33;26;45;251
"204";520510;0;0;0;0;1;3;8;6;10;7;13;23;28;29;31;27;63;249
"205";350330;0;0;0;0;0;2;2;5;8;12;8;17;29;39;35;32;60;249
"206";313170;0;0;0;0;2;1;3;6;4;10;19;17;23;27;33;34;67;246
"207";522185;1;0;1;1;3;2;3;16;8;19;19;21;25;33;28;16;48;244
"208";530130;0;0;0;0;1;1;6;6;4;10;22;27;28;29;30;28;52;244
"209";316870;0;0;0;0;0;1;0;3;6;8;8;27;26;31;32;35;67;244
"210";150060;1;0;0;0;2;3;5;12;4;11;14;14;28;33;27;27;62;243
"211";351640;0;0;0;0;1;1;4;8;13;18;10;18;31;36;38;25;40;243
"212";421190;0;0;0;0;1;0;2;6;14;14;11;13;35;23;30;31;59;239
"213";430930;0;0;0;0;1;1;9;5;7;10;14;22;26;34;40;28;42;239
"214";430210;1;0;0;1;2;1;1;1;2;6;7;16;29;21;29;33;88;238
"215";352390;0;1;0;0;0;2;3;4;3;13;10;23;22;30;35;25;64;235
"216";354890;0;0;0;0;1;0;2;4;8;8;10;12;30;26;26;35;72;234
"217";412770;0;0;0;0;1;1;10;2;5;11;10;22;27;34;36;24;50;233
"218";330200;1;0;0;0;1;3;5;4;11;13;21;24;25;27;28;33;36;232
"219";353980;0;1;0;0;0;1;1;8;9;12;9;27;28;33;32;24;47;232
"220";313420;0;0;0;0;0;1;2;2;4;11;14;23;14;26;28;41;66;232
"221";354730;0;0;0;0;1;1;3;4;6;10;13;22;36;38;30;19;47;230
"222";355410;0;0;0;0;1;0;0;3;8;3;12;19;26;27;37;28;66;230
"223";530015;0;0;0;0;1;1;2;0;3;2;8;9;5;24;29;33;111;228
"224";355400;0;0;0;0;0;1;1;6;5;15;10;26;25;26;39;26;46;226
"225";410420;0;0;0;0;0;2;2;6;12;12;18;20;27;26;33;19;49;226
"226";420890;0;0;0;0;1;0;2;5;8;9;22;23;30;32;23;27;43;225
"227";530010;0;0;0;0;1;1;1;1;13;16;16;25;31;20;34;26;40;225
"228";315780;0;0;0;0;0;2;3;2;4;9;10;10;26;30;37;35;57;225
"229";311940;0;0;0;0;0;0;0;0;1;6;9;30;29;27;33;18;69;222
"230";410940;0;0;0;1;1;0;3;5;7;7;16;31;30;24;37;31;24;217
"231";291800;0;0;0;0;0;0;0;2;10;12;7;15;22;22;28;34;65;217
"232";315250;0;0;0;1;1;2;0;5;6;7;6;15;20;28;40;31;54;216
"233";355700;0;0;0;0;1;5;4;10;6;18;8;20;22;28;28;25;41;216
"234";500830;0;0;0;0;0;5;6;7;7;10;17;22;26;29;24;22;39;214
"235";130420;0;1;0;0;1;3;4;2;7;6;13;13;19;27;30;27;60;213
"236";260345;0;0;0;0;1;0;3;5;8;10;9;16;22;25;34;17;62;212
"237";521190;0;0;0;0;0;1;3;3;11;14;4;14;24;25;39;21;53;212
"238";320320;0;1;0;0;1;1;3;2;3;3;11;17;19;39;26;29;56;211
"239";354330;0;0;0;0;1;3;0;3;3;9;17;23;21;30;36;21;44;211
"240";312980;0;0;0;0;1;2;2;4;6;8;14;23;20;32;20;23;55;210
"241";420290;0;0;0;0;1;1;3;4;12;8;8;17;32;22;37;22;41;208
"242";410180;1;0;0;0;0;5;6;3;4;9;16;17;34;31;30;22;28;206
"243";130120;1;0;0;0;1;4;2;3;10;11;13;16;25;30;23;16;50;205
"244";510704;0;0;0;1;1;3;12;8;12;11;19;16;28;24;26;18;26;205
"245";350390;1;2;1;0;0;3;1;3;4;11;16;11;15;33;37;22;41;201
"246";150170;0;1;0;2;0;0;3;1;5;9;16;13;16;20;31;37;47;201
"247";330030;0;0;1;0;0;2;0;4;8;7;9;19;24;31;30;29;36;200
"248";150810;1;1;1;1;2;1;2;6;6;7;4;22;20;34;21;22;47;198
"249";430390;0;0;0;0;0;1;3;7;7;8;15;16;26;29;28;19;39;198
"250";211220;3;1;0;0;1;0;3;6;6;13;12;11;20;22;25;23;51;197
"251";522045;1;0;0;0;1;2;3;3;10;9;14;21;27;24;20;19;43;197
"252";353080;0;1;0;0;1;0;3;5;6;13;15;14;25;32;27;16;39;197
"253";410765;0;0;1;1;2;3;2;4;14;9;13;26;26;35;22;13;25;196
"254";250180;0;0;0;1;0;0;1;6;10;9;14;18;11;18;22;24;61;195
"255";350400;0;0;0;0;1;2;2;6;6;10;10;19;18;32;29;26;34;195
"256";420830;0;0;0;0;0;1;1;5;4;13;14;18;25;23;34;21;36;195
"257";520025;0;0;0;0;0;6;3;12;12;15;18;19;21;27;15;17;29;194
"258";352710;1;0;0;0;0;0;5;9;7;12;17;16;29;31;17;14;35;193
"259";350410;0;0;0;0;1;0;2;1;7;5;13;13;22;28;28;20;53;193
"260";539901;0;0;0;0;1;3;0;6;6;13;11;12;27;25;17;27;45;193
"261";291840;1;0;0;2;0;2;4;6;6;6;9;18;20;28;23;29;38;192
"262";150360;0;0;2;3;0;1;4;5;8;13;13;15;20;31;27;24;26;192
"263";350900;0;0;1;0;1;1;2;4;7;8;9;20;27;18;30;29;34;191
"264";230770;0;1;0;1;1;0;2;10;8;9;9;7;18;17;25;25;57;190
"265";261640;2;0;1;0;2;1;4;9;7;5;6;17;19;28;17;29;42;189
"266";330020;1;0;1;0;1;0;2;2;6;10;11;19;27;20;29;15;43;187
"267";521310;0;0;0;0;0;1;2;6;6;17;12;21;22;19;24;17;39;186
"268";354520;0;0;0;0;0;1;2;6;6;9;9;15;27;29;19;26;36;185
"269";110030;0;0;0;1;1;2;3;2;9;10;16;13;18;21;22;28;38;184
"270";354680;0;0;0;0;0;1;0;5;7;5;12;16;21;25;30;17;45;184
"271";412710;0;0;0;0;0;0;2;5;8;10;16;17;22;29;27;21;27;184
"272";293135;0;0;0;1;0;2;3;4;5;7;9;16;16;23;19;26;52;183
"273";315180;0;0;0;0;0;2;2;2;4;4;8;11;15;33;27;28;47;183
"274";432240;0;0;0;0;0;1;1;4;10;4;11;19;23;24;21;28;37;183
"275";431405;0;0;0;0;0;1;2;3;8;12;12;17;26;23;29;24;24;181
"276";410150;0;0;1;0;2;0;2;3;4;7;12;16;23;26;23;22;39;180
"277";316990;0;0;0;0;3;0;4;3;2;9;8;14;20;22;27;24;44;180
"278";521150;0;0;0;0;1;1;0;5;9;7;13;22;27;17;28;27;22;179
"279";150210;1;0;0;0;0;1;3;5;11;2;9;10;22;14;25;33;42;178
"280";316860;0;0;0;0;1;1;0;3;4;1;10;12;12;23;25;27;59;178
"281";351440;0;0;0;0;2;4;5;4;8;5;8;15;23;18;30;16;40;178
"282";311340;0;0;0;1;0;1;1;3;4;6;8;16;16;21;26;17;55;175
"283";352210;0;0;0;1;1;0;3;2;8;5;4;19;19;23;33;24;33;175
"284";410040;0;0;0;0;0;1;2;3;8;6;16;28;13;22;36;17;23;175
"285";230970;1;0;0;0;1;3;3;3;8;15;9;14;23;19;21;19;35;174
"286";251080;0;0;0;0;3;1;4;2;8;12;7;13;17;15;29;18;45;174
"287";350750;0;0;0;0;2;0;1;5;7;12;8;10;18;23;23;26;39;174
"288";352670;0;1;0;0;1;3;2;2;5;4;12;13;22;33;25;21;29;173
"289";352500;0;0;0;0;0;3;1;6;5;9;12;17;23;29;27;21;20;173
"290";150130;1;0;0;3;1;0;1;9;5;11;11;13;22;22;32;13;28;172
"291";411950;0;0;1;1;0;1;1;5;7;8;16;10;18;32;26;15;30;171
"292";430040;0;0;0;1;0;2;3;5;3;7;7;11;22;16;28;28;38;171
"293";330550;0;0;0;0;0;3;0;2;4;4;9;14;14;16;26;27;52;171
"294";330600;0;0;1;0;1;0;2;2;4;11;14;12;22;21;29;19;32;170
"295";353650;0;0;1;0;0;1;3;3;6;8;8;13;15;14;30;25;43;170
"296";431680;0;0;0;0;0;0;1;5;5;9;10;13;20;19;26;16;46;170
"297";353470;0;0;0;0;0;1;2;2;10;6;9;11;29;27;23;19;29;168
"298";230640;0;0;0;1;2;1;1;2;1;5;12;12;12;13;19;15;71;167
"299";317040;0;0;0;0;1;1;3;6;6;10;7;11;23;17;19;24;38;166
"300";520860;0;0;0;1;0;1;1;7;4;8;6;18;15;21;19;23;41;165
"301";352480;0;0;0;0;1;0;1;0;3;8;10;16;13;24;24;22;42;164
"302";317070;1;0;0;1;0;0;2;4;1;7;12;13;13;22;29;14;44;163
"303";431800;0;0;0;0;3;1;1;5;7;8;7;12;17;16;37;15;33;162
"304";261370;0;0;0;3;1;4;2;7;7;5;4;16;20;23;31;17;20;160
"305";314810;0;0;0;0;1;1;1;9;9;10;9;11;16;20;15;18;40;160
"306";431140;0;0;0;0;0;1;0;2;6;3;8;9;20;19;26;20;46;160
"307";350210;0;0;0;0;1;0;0;5;4;10;11;16;10;20;25;13;44;159
"308";431830;0;0;0;0;0;1;4;2;2;6;15;11;16;21;23;20;37;158
"309";420140;0;0;0;0;0;1;3;1;4;10;15;13;10;29;20;20;31;157
"310";353390;0;0;0;0;1;2;2;5;5;7;9;7;14;17;28;22;37;156
"311";330220;2;0;0;0;0;0;2;1;2;10;3;9;19;25;17;19;46;155
"312";520800;0;0;0;0;1;1;3;4;5;12;9;10;18;18;19;15;40;155
"313";430440;0;0;1;0;0;1;0;2;3;4;6;17;19;24;27;14;35;153
"314";351550;0;0;0;0;1;3;0;2;8;4;8;7;21;15;23;19;42;153
"315";110010;1;0;0;0;0;3;0;6;7;15;14;19;18;20;22;9;18;152
"316";130185;1;0;0;0;0;0;2;2;7;16;6;15;16;23;25;14;25;152
"317";150550;1;0;0;0;2;1;5;2;10;8;7;13;15;21;17;16;34;152
"318";210300;3;0;1;0;1;2;0;6;4;3;6;11;13;22;25;19;36;152
"319";250320;0;1;0;0;0;1;2;3;14;9;10;20;17;13;18;13;31;152
"320";432160;0;0;0;1;0;3;4;3;3;6;7;24;21;24;19;11;26;152
"321";280670;1;0;0;0;1;0;5;5;4;4;10;8;16;23;21;18;35;151
"322";520450;0;1;0;0;2;3;4;5;7;9;16;16;12;20;22;11;22;150
"323";521000;0;0;1;0;0;2;2;2;4;3;13;15;18;8;15;23;44;150
"324";330520;0;0;0;0;1;1;2;3;4;7;8;16;14;22;18;17;37;150
"325";430160;0;0;0;0;1;0;1;3;2;6;14;10;19;21;21;17;35;150
"326";354910;0;0;0;0;0;0;2;4;4;4;13;13;18;15;25;24;28;150
"327";500570;0;1;0;0;0;2;2;5;6;8;12;17;9;17;28;13;29;149
"328";521930;0;0;0;0;0;2;0;1;1;3;15;6;17;22;23;15;44;149
