"";"cod_ibge_6";"obitos00a04";"obitos05a09";"obitos10a14";"obitos15a19";"obitos20a24";"obitos25a29";"obitos30a34";"obitos35a39";"obitos40a44";"obitos45a49";"obitos50a54";"obitos55a59";"obitos60a64";"obitos65a69";"obitos70a74";"obitos75a79";"obitos80m";"obitos_total"
"2453";354490;0;0;0;0;0;0;0;0;0;1;2;1;2;2;2;1;1;12
"2454";410700;0;0;0;0;0;0;0;0;0;2;3;2;0;1;2;1;1;12
"2455";411960;0;0;0;0;0;0;0;0;0;3;1;2;2;1;0;2;1;12
"2456";421270;0;0;0;0;0;0;0;0;0;1;0;3;2;1;1;4;0;12
"2457";171575;0;0;0;0;0;0;0;0;0;0;1;0;2;2;3;1;3;12
"2458";220110;0;0;0;0;0;0;0;0;0;0;1;1;1;3;2;0;4;12
"2459";220870;0;0;0;0;0;0;0;0;0;0;2;1;1;1;2;1;4;12
"2460";240120;0;0;0;0;0;0;0;0;0;0;2;1;3;2;3;0;1;12
"2461";250440;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;9;12
"2462";270170;0;0;0;0;0;0;0;0;0;0;2;2;1;2;1;2;2;12
"2463";292090;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;1;5;12
"2464";310790;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;1;4;12
"2465";311150;0;0;0;0;0;0;0;0;0;0;1;2;0;4;0;3;2;12
"2466";311780;0;0;0;0;0;0;0;0;0;0;1;3;2;0;1;2;3;12
"2467";315110;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;3;3;12
"2468";351680;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;1;5;12
"2469";351900;0;0;0;0;0;0;0;0;0;0;3;0;3;0;1;2;3;12
"2470";412820;0;0;0;0;0;0;0;0;0;0;1;3;3;1;0;1;3;12
"2471";420190;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;2;2;12
"2472";421880;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;6;12
"2473";130068;0;0;0;0;0;0;0;0;0;0;0;2;1;2;2;3;2;12
"2474";240610;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;2;3;12
"2475";250360;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;3;3;12
"2476";270360;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;2;3;12
"2477";330300;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;2;4;12
"2478";410800;0;0;0;0;0;0;0;0;0;0;0;2;3;2;2;2;1;12
"2479";420640;0;0;0;0;0;0;0;0;0;0;0;1;1;3;0;2;5;12
"2480";510624;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;3;2;12
"2481";240890;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;1;4;12
"2482";241450;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;6;12
"2483";312250;0;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;5;12
"2484";521060;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;5;3;12
"2485";314160;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;8;12
"2486";150304;1;0;0;0;1;0;0;0;0;0;0;0;0;3;2;3;1;11
"2487";220880;1;0;0;0;0;0;0;0;0;0;2;3;1;0;2;0;2;11
"2488";250930;1;0;0;0;0;0;1;0;0;0;0;1;0;2;3;1;2;11
"2489";270750;1;0;0;0;0;1;0;0;0;0;1;1;2;2;1;0;2;11
"2490";290225;1;0;0;0;0;0;0;1;0;0;0;0;2;1;2;1;3;11
"2491";320506;1;0;0;0;0;1;0;1;0;1;1;0;1;0;1;2;2;11
"2492";320517;1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;3;11
"2493";220750;0;1;0;0;0;0;0;0;0;0;1;0;4;2;0;3;0;11
"2494";230790;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;2;4;11
"2495";231300;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;2;5;11
"2496";261170;0;1;1;0;0;0;0;1;0;0;0;0;1;3;1;2;1;11
"2497";210440;0;0;1;0;0;0;0;0;2;0;0;0;2;1;1;3;1;11
"2498";280640;0;0;0;1;0;0;0;0;0;1;0;1;2;1;0;1;4;11
"2499";250150;0;0;0;0;1;1;0;1;1;1;0;0;0;2;0;1;3;11
"2500";261570;0;0;0;0;1;0;0;0;0;0;0;1;0;2;2;1;4;11
"2501";270780;0;0;0;0;1;0;0;1;0;0;0;0;2;0;3;2;2;11
"2502";420260;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;2;6;11
"2503";420840;0;0;0;0;1;0;0;1;0;1;0;2;2;2;1;1;0;11
"2504";521925;0;0;0;0;1;0;0;0;1;0;2;3;1;1;1;0;1;11
"2505";110032;0;0;0;0;0;1;1;0;1;0;0;3;0;0;2;2;1;11
"2506";211110;0;0;0;0;0;1;0;0;0;0;1;1;0;1;2;1;4;11
"2507";220820;0;0;0;0;0;1;0;0;0;3;1;1;1;0;0;1;3;11
"2508";241230;0;0;0;0;0;1;0;3;1;1;0;1;0;0;1;3;0;11
"2509";260320;0;0;0;0;0;1;0;1;2;0;0;1;1;1;3;1;0;11
"2510";270300;0;0;0;0;0;1;0;0;0;0;1;0;3;3;0;1;2;11
"2511";291050;0;0;0;0;0;1;1;0;2;0;1;0;1;2;2;0;1;11
"2512";291160;0;0;0;0;0;1;0;0;0;0;2;0;1;1;1;1;4;11
"2513";292290;0;0;0;0;0;1;0;1;1;1;0;0;3;0;1;1;2;11
"2514";312125;0;0;0;0;0;1;0;0;0;2;2;1;2;1;1;1;0;11
"2515";320501;0;0;0;0;0;1;0;0;1;0;0;2;3;0;2;0;2;11
"2516";354840;0;0;0;0;0;1;0;0;1;0;0;1;2;2;1;0;3;11
"2517";420220;0;0;0;0;0;1;0;0;0;0;0;0;2;1;3;0;4;11
"2518";431645;0;0;0;0;0;1;0;0;1;0;0;0;2;1;1;2;3;11
"2519";431980;0;0;0;0;0;1;0;0;1;0;0;0;1;1;4;0;3;11
"2520";160015;0;0;0;0;0;0;1;0;0;0;0;1;2;2;0;2;3;11
"2521";171190;0;0;0;0;0;0;1;0;0;0;1;3;2;1;2;0;1;11
"2522";220290;0;0;0;0;0;0;1;1;0;0;1;0;2;1;2;0;3;11
"2523";250240;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;3;3;11
"2524";270235;0;0;0;0;0;0;1;2;1;0;0;1;2;0;1;1;2;11
"2525";291100;0;0;0;0;0;0;1;1;0;0;0;2;1;0;2;0;4;11
"2526";291880;0;0;0;0;0;0;1;2;0;0;0;1;0;1;0;3;3;11
"2527";292335;0;0;0;0;0;0;1;0;3;0;1;0;0;1;3;1;1;11
"2528";310855;0;0;0;0;0;0;1;2;0;2;0;0;0;0;0;4;2;11
"2529";313550;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;2;5;11
"2530";352160;0;0;0;0;0;0;1;0;0;1;0;1;1;3;3;1;0;11
"2531";354350;0;0;0;0;0;0;1;0;0;1;0;0;1;2;3;1;2;11
"2532";410030;0;0;0;0;0;0;1;0;0;0;0;2;2;1;0;3;2;11
"2533";410450;0;0;0;0;0;0;1;0;0;0;1;0;3;1;2;2;1;11
"2534";500085;0;0;0;0;0;0;1;0;2;1;1;0;0;1;3;0;2;11
"2535";521483;0;0;0;0;0;0;2;1;0;0;1;2;2;0;0;1;2;11
"2536";521500;0;0;0;0;0;0;1;0;0;1;1;2;1;1;1;1;2;11
"2537";110149;0;0;0;0;0;0;0;1;1;0;2;2;0;3;0;2;0;11
"2538";210340;0;0;0;0;0;0;0;1;0;0;2;0;1;2;0;2;3;11
"2539";211290;0;0;0;0;0;0;0;1;0;0;1;1;0;3;3;0;2;11
"2540";230426;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;3;3;11
"2541";250080;0;0;0;0;0;0;0;1;0;2;0;1;1;2;0;3;1;11
"2542";250770;0;0;0;0;0;0;0;1;1;0;0;0;0;3;0;1;5;11
"2543";261400;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;6;2;11
"2544";310190;0;0;0;0;0;0;0;1;0;0;0;2;1;2;2;1;2;11
"2545";311770;0;0;0;0;0;0;0;2;0;0;0;0;1;1;3;0;4;11
"2546";313400;0;0;0;0;0;0;0;1;0;0;0;1;5;0;0;4;0;11
"2547";320100;0;0;0;0;0;0;0;1;0;0;2;0;2;1;2;1;2;11
"2548";320290;0;0;0;0;0;0;0;1;0;2;0;0;1;1;0;2;4;11
"2549";350670;0;0;0;0;0;0;0;1;1;0;1;3;0;1;1;2;1;11
"2550";353720;0;0;0;0;0;0;0;1;0;0;0;0;1;2;3;0;4;11
"2551";355090;0;0;0;0;0;0;0;1;0;0;0;1;1;0;4;3;1;11
"2552";420780;0;0;0;0;0;0;0;1;0;0;1;0;0;1;3;1;4;11
"2553";431162;0;0;0;0;0;0;0;1;1;1;0;3;1;1;1;2;0;11
"2554";500345;0;0;0;0;0;0;0;1;0;1;0;1;0;2;1;1;4;11
"2555";510260;0;0;0;0;0;0;0;1;0;0;1;3;1;1;2;0;2;11
"2556";521440;0;0;0;0;0;0;0;1;0;0;1;0;1;1;3;0;4;11
"2557";170035;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;7;11
"2558";170290;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;6;11
"2559";270840;0;0;0;0;0;0;0;0;2;0;0;2;2;0;0;0;5;11
"2560";292150;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;3;3;11
"2561";310230;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;0;6;11
"2562";313370;0;0;0;0;0;0;0;0;2;0;1;2;3;0;1;0;2;11
"2563";350640;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;2;3;11
"2564";351810;0;0;0;0;0;0;0;0;1;0;1;1;2;2;1;2;1;11
"2565";354510;0;0;0;0;0;0;0;0;2;1;0;1;1;0;1;2;3;11
"2566";420310;0;0;0;0;0;0;0;0;2;0;0;1;2;0;2;0;4;11
"2567";421230;0;0;0;0;0;0;0;0;1;0;0;0;2;2;0;1;5;11
"2568";500230;0;0;0;0;0;0;0;0;1;1;0;4;1;0;2;2;0;11
"2569";500840;0;0;0;0;0;0;0;0;1;0;1;0;1;3;1;2;2;11
"2570";510279;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;1;3;11
"2571";520160;0;0;0;0;0;0;0;0;1;0;1;0;1;2;1;2;3;11
"2572";520340;0;0;0;0;0;0;0;0;1;0;1;0;2;3;1;1;2;11
"2573";171050;0;0;0;0;0;0;0;0;0;1;0;0;3;1;1;2;3;11
"2574";260270;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;1;5;11
"2575";270255;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2;5;11
"2576";270830;0;0;0;0;0;0;0;0;0;1;0;1;5;1;1;0;2;11
"2577";280430;0;0;0;0;0;0;0;0;0;2;0;0;2;0;3;1;3;11
"2578";290490;0;0;0;0;0;0;0;0;0;1;0;0;3;2;2;0;3;11
"2579";291010;0;0;0;0;0;0;0;0;0;2;0;0;1;2;2;1;3;11
"2580";292930;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;2;4;11
"2581";315540;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;4;11
"2582";315980;0;0;0;0;0;0;0;0;0;3;0;0;1;1;2;2;2;11
"2583";330110;0;0;0;0;0;0;0;0;0;1;2;1;0;0;2;2;3;11
"2584";420370;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;1;5;11
"2585";431142;0;0;0;0;0;0;0;0;0;2;0;2;1;4;2;0;0;11
"2586";431530;0;0;0;0;0;0;0;0;0;1;1;0;1;3;2;0;3;11
"2587";431620;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;8;11
"2588";500793;0;0;0;0;0;0;0;0;0;1;0;2;3;2;0;3;0;11
"2589";510190;0;0;0;0;0;0;0;0;0;1;0;0;4;1;1;2;2;11
"2590";520520;0;0;0;0;0;0;0;0;0;2;2;3;1;0;1;0;2;11
"2591";140028;0;0;0;0;0;0;0;0;0;0;1;4;3;1;0;1;1;11
"2592";220620;0;0;0;0;0;0;0;0;0;0;3;0;0;3;2;2;1;11
"2593";230880;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;1;4;11
"2594";241290;0;0;0;0;0;0;0;0;0;0;1;0;3;1;1;1;4;11
"2595";261500;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;2;4;11
"2596";280240;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;5;11
"2597";291040;0;0;0;0;0;0;0;0;0;0;1;2;1;0;3;0;4;11
"2598";291580;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;2;5;11
"2599";292320;0;0;0;0;0;0;0;0;0;0;2;0;0;1;3;2;3;11
"2600";312300;0;0;0;0;0;0;0;0;0;0;2;1;1;2;0;2;3;11
"2601";355470;0;0;0;0;0;0;0;0;0;0;3;0;0;1;3;1;3;11
"2602";430064;0;0;0;0;0;0;0;0;0;0;1;1;3;1;1;2;2;11
"2603";210870;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;2;3;11
"2604";230910;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;6;1;11
"2605";240320;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;1;4;11
"2606";250800;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;5;11
"2607";280720;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;2;2;11
"2608";291280;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;5;2;11
"2609";312890;0;0;0;0;0;0;0;0;0;0;0;3;1;1;3;1;2;11
"2610";317057;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;4;11
"2611";431450;0;0;0;0;0;0;0;0;0;0;0;1;3;2;1;2;2;11
"2612";500200;0;0;0;0;0;0;0;0;0;0;0;3;4;1;0;2;1;11
"2613";210640;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;3;11
"2614";231190;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;5;11
"2615";290890;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;4;11
"2616";350260;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;6;11
"2617";412050;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;3;3;11
"2618";421507;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;4;11
"2619";431550;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;1;11
"2620";313867;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;5;11
"2621";354000;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;1;2;11
"2622";312270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;6;11
"2623";315630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;5;11
"2624";130090;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;2;10
"2625";280510;1;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;3;10
"2626";510330;1;0;0;0;0;0;0;0;2;0;0;1;1;1;1;1;2;10
"2627";230150;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;10
"2628";261080;0;1;0;0;0;0;0;0;0;0;0;2;2;0;2;1;2;10
"2629";130150;0;0;1;0;0;0;0;0;0;0;3;0;0;2;0;0;4;10
"2630";291770;0;0;1;0;0;0;1;2;1;1;0;0;0;1;2;1;0;10
"2631";350540;0;0;1;0;0;0;0;0;0;1;0;1;3;2;1;0;1;10
"2632";290860;0;0;0;1;0;0;0;0;1;0;0;0;0;4;0;2;2;10
"2633";270010;0;0;0;0;1;0;2;1;0;1;0;0;3;0;0;0;2;10
"2634";291250;0;0;0;0;2;0;0;0;0;0;0;0;1;1;1;2;3;10
"2635";311535;0;0;0;0;1;0;0;0;0;0;1;1;1;1;3;2;0;10
"2636";240010;0;0;0;0;0;1;0;0;0;0;0;1;2;2;0;2;2;10
"2637";240050;0;0;0;0;0;1;0;0;0;0;2;1;0;2;0;1;3;10
"2638";250040;0;0;0;0;0;1;0;0;0;0;0;2;2;3;1;0;1;10
"2639";250140;0;0;0;0;0;1;0;1;1;1;0;0;2;0;1;2;1;10
"2640";251280;0;0;0;0;0;1;0;1;0;1;1;0;3;2;0;0;1;10
"2641";291230;0;0;0;0;0;1;0;0;0;0;2;0;0;1;2;1;3;10
"2642";312595;0;0;0;0;0;1;0;0;2;0;1;0;1;0;0;2;3;10
"2643";315640;0;0;0;0;0;1;0;0;0;0;0;2;1;1;1;1;3;10
"2644";432253;0;0;0;0;0;1;0;0;2;0;1;1;2;1;1;1;0;10
"2645";520547;0;0;0;0;0;1;0;0;1;2;1;2;0;0;2;0;1;10
"2646";170740;0;0;0;0;0;0;1;0;1;0;1;0;0;1;2;2;2;10
"2647";220115;0;0;0;0;0;0;2;0;0;0;1;1;0;2;2;0;2;10
"2648";220150;0;0;0;0;0;0;1;0;1;1;0;0;1;1;3;1;1;10
"2649";220559;0;0;0;0;0;0;1;0;1;0;1;0;0;2;3;0;2;10
"2650";240420;0;0;0;0;0;0;1;1;0;1;0;1;0;0;3;1;2;10
"2651";250010;0;0;0;0;0;0;1;0;0;0;1;0;0;1;4;2;1;10
"2652";260770;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;4;10
"2653";293015;0;0;0;0;0;0;1;0;1;0;1;0;1;4;0;1;1;10
"2654";312750;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;4;2;10
"2655";315410;0;0;0;0;0;0;1;0;0;0;1;0;0;1;4;2;1;10
"2656";315710;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;7;10
"2657";316970;0;0;0;0;0;0;1;1;0;0;3;0;0;0;2;2;1;10
"2658";350690;0;0;0;0;0;0;2;0;1;1;0;1;0;0;0;4;1;10
"2659";410750;0;0;0;0;0;0;1;1;0;1;0;0;2;1;3;1;0;10
"2660";500430;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;2;3;10
"2661";510860;0;0;0;0;0;0;1;0;0;1;1;0;1;2;1;2;1;10
"2662";172020;0;0;0;0;0;0;0;1;0;0;2;0;0;1;2;1;3;10
"2663";251510;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;2;3;10
"2664";291110;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;4;10
"2665";291930;0;0;0;0;0;0;0;1;0;0;0;1;3;0;2;1;2;10
"2666";311130;0;0;0;0;0;0;0;2;0;1;1;0;0;3;1;0;2;10
"2667";312040;0;0;0;0;0;0;0;1;0;1;1;0;0;0;2;2;3;10
"2668";315733;0;0;0;0;0;0;0;1;0;0;0;1;1;2;1;1;3;10
"2669";316130;0;0;0;0;0;0;0;1;0;0;3;0;0;1;2;1;2;10
"2670";316880;0;0;0;0;0;0;0;1;0;0;0;1;2;2;3;0;1;10
"2671";320400;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;2;3;10
"2672";320440;0;0;0;0;0;0;0;1;0;0;0;2;1;2;0;1;3;10
"2673";410060;0;0;0;0;0;0;0;1;0;2;0;2;1;2;1;0;1;10
"2674";411140;0;0;0;0;0;0;0;1;0;0;1;0;2;2;1;1;2;10
"2675";421835;0;0;0;0;0;0;0;1;0;0;1;2;0;0;2;2;2;10
"2676";430995;0;0;0;0;0;0;0;1;0;0;0;0;1;5;1;0;2;10
"2677";431695;0;0;0;0;0;0;0;1;0;0;1;0;2;1;2;0;3;10
"2678";510310;0;0;0;0;0;0;0;1;1;1;1;0;0;2;1;2;1;10
"2679";520280;0;0;0;0;0;0;0;1;0;1;0;2;2;0;2;0;2;10
"2680";520929;0;0;0;0;0;0;0;1;0;0;0;0;2;0;3;1;3;10
"2681";521370;0;0;0;0;0;0;0;2;0;0;2;1;1;1;0;0;3;10
"2682";120010;0;0;0;0;0;0;0;0;2;2;0;0;0;1;3;2;0;10
"2683";120038;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;3;2;10
"2684";150611;0;0;0;0;0;0;0;0;1;0;0;0;1;0;4;3;1;10
"2685";221040;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;5;10
"2686";240370;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;2;4;10
"2687";240933;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;2;4;10
"2688";241335;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;2;3;10
"2689";250403;0;0;0;0;0;0;0;0;1;0;1;0;0;2;1;3;2;10
"2690";251190;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;0;2;10
"2691";261290;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;2;5;10
"2692";270320;0;0;0;0;0;0;0;0;1;1;1;1;1;2;1;1;1;10
"2693";290370;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;4;10
"2694";290500;0;0;0;0;0;0;0;0;1;0;2;0;0;3;0;1;3;10
"2695";291630;0;0;0;0;0;0;0;0;1;0;0;2;1;1;3;1;1;10
"2696";292500;0;0;0;0;0;0;0;0;1;2;1;0;0;0;1;1;4;10
"2697";292680;0;0;0;0;0;0;0;0;1;0;1;0;2;0;2;3;1;10
"2698";311070;0;0;0;0;0;0;0;0;1;1;0;0;0;2;2;2;2;10
"2699";314240;0;0;0;0;0;0;0;0;2;0;0;1;0;0;1;1;5;10
"2700";314970;0;0;0;0;0;0;0;0;1;0;2;1;1;1;2;1;1;10
"2701";316890;0;0;0;0;0;0;0;0;1;0;0;0;1;3;1;0;4;10
"2702";320330;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;4;2;10
"2703";320465;0;0;0;0;0;0;0;0;2;1;1;0;1;2;2;0;1;10
"2704";330450;0;0;0;0;0;0;0;0;1;0;0;0;1;2;0;3;3;10
"2705";351430;0;0;0;0;0;0;0;0;1;0;2;0;1;0;2;2;2;10
"2706";351925;0;0;0;0;0;0;0;0;1;1;3;0;0;0;1;3;1;10
"2707";353200;0;0;0;0;0;0;0;0;1;1;1;1;0;0;2;0;4;10
"2708";354790;0;0;0;0;0;0;0;0;1;0;1;1;0;2;1;2;2;10
"2709";355360;0;0;0;0;0;0;0;0;1;0;0;1;1;1;2;2;2;10
"2710";420990;0;0;0;0;0;0;0;0;2;0;0;0;0;2;2;1;3;10
"2711";431860;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;2;2;10
"2712";160023;0;0;0;0;0;0;0;0;0;2;0;0;3;0;2;1;2;10
"2713";230680;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;2;3;10
"2714";290590;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;3;4;10
"2715";320435;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;6;10
"2716";350775;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;1;2;10
"2717";410410;0;0;0;0;0;0;0;0;0;2;1;1;1;3;1;1;0;10
"2718";411095;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;2;3;10
"2719";412860;0;0;0;0;0;0;0;0;0;1;0;2;1;1;3;1;1;10
"2720";420020;0;0;0;0;0;0;0;0;0;1;0;1;2;1;2;1;2;10
"2721";431290;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;5;10
"2722";500640;0;0;0;0;0;0;0;0;0;2;0;2;3;0;1;1;1;10
"2723";520480;0;0;0;0;0;0;0;0;0;1;0;2;0;3;1;2;1;10
"2724";520680;0;0;0;0;0;0;0;0;0;1;1;0;2;2;2;0;2;10
"2725";521056;0;0;0;0;0;0;0;0;0;1;0;3;2;1;0;3;0;10
"2726";120080;0;0;0;0;0;0;0;0;0;0;2;0;2;4;1;0;1;10
"2727";150340;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;2;4;10
"2728";150610;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;2;3;10
"2729";210950;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;3;2;10
"2730";260080;0;0;0;0;0;0;0;0;0;0;1;0;2;3;0;0;4;10
"2731";260430;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;2;3;10
"2732";310490;0;0;0;0;0;0;0;0;0;0;1;1;1;4;1;0;2;10
"2733";310510;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;10
"2734";312920;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;2;2;10
"2735";313610;0;0;0;0;0;0;0;0;0;0;2;2;0;1;2;2;1;10
"2736";316160;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;5;10
"2737";316920;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;2;4;10
"2738";350055;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;0;3;10
"2739";350120;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;1;3;10
"2740";351700;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;2;2;10
"2741";351710;0;0;0;0;0;0;0;0;0;0;1;1;3;3;1;0;1;10
"2742";351990;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1;5;10
"2743";352560;0;0;0;0;0;0;0;0;0;0;3;0;0;1;2;0;4;10
"2744";353150;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;2;2;10
"2745";353520;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;5;10
"2746";410360;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;0;0;10
"2747";411380;0;0;0;0;0;0;0;0;0;0;1;1;0;4;0;1;3;10
"2748";412470;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;6;10
"2749";421090;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;6;10
"2750";421380;0;0;0;0;0;0;0;0;0;0;1;1;1;4;1;1;1;10
"2751";430950;0;0;0;0;0;0;0;0;0;0;2;0;0;4;1;3;0;10
"2752";430980;0;0;0;0;0;0;0;0;0;0;1;0;3;2;2;0;2;10
"2753";431160;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;1;4;10
"2754";520180;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;3;10
"2755";150410;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;4;1;10
"2756";251310;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;3;10
"2757";260660;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;0;1;10
"2758";292010;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;2;4;10
"2759";312240;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;7;10
"2760";312440;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;4;10
"2761";313210;0;0;0;0;0;0;0;0;0;0;0;3;2;4;0;0;1;10
"2762";315230;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;4;10
"2763";352820;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;3;2;10
"2764";353660;0;0;0;0;0;0;0;0;0;0;0;2;3;1;2;0;2;10
"2765";410730;0;0;0;0;0;0;0;0;0;0;0;2;3;0;1;2;2;10
"2766";420040;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;1;10
"2767";421810;0;0;0;0;0;0;0;0;0;0;0;1;3;3;1;1;1;10
"2768";430673;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;2;3;10
"2769";431844;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0;5;10
"2770";241090;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;2;3;10
"2771";290340;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;2;4;10
"2772";310820;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;5;10
"2773";311290;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;6;10
